id,fecha,hora,estado,estado_de_venta,cliente,dpi,combo_o_single,departamento,municipio,codigo_tv,codigo_velocidad,codigo_tel,equipo_adicional,direccion_instalacion,codigo_combo_o_single,costo_instalacion,motivo_de_rechazo,codigo_pago,numero_servicio,premium_adicionales,numero_anexo,cancelado,no_ot,plan,orden,msisdn,cancelada
1503513,2021-09-17 12:17:10.0,12:17,created,PENDIENTE,"ALL ACCOUNT ",2198410550101,single,,,,,,,,,,,,,,,,,,1503513,,No
1503515,2021-09-17 12:34:22.0,12:34,created,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,,,,,,,,,,,,1503515,,No
1503516,2021-09-17 12:34:32.0,12:34,created,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,,,,,,,,,,,,1503516,,No
1503526,2021-09-17 12:50:40.0,12:50,created,PENDIENTE,"ALL ACCOUNT ",1614689690101,single,,,,,,,,,,,,,,,,,,1503526,,No
1503544,2021-09-17 12:28:24.0,12:28,address,PENDIENTE,"DANTE AMAYA SANCHEZ ",2560107490101,single,,,,,,,AVENIDA 12B,,,,,,,,,,,1503544,,No
1503549,2021-09-19 09:17:11.0,09:17,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503549,,No
1503554,2021-09-20 02:27:35.0,02:27,address,PENDIENTE,"ABU SALIM ",1584641920101,single,,,,,,,CALLE 17,,,,,,,,,,,1503554,,No
1503563,2021-09-20 04:12:17.0,04:12,serviceAddress,PENDIENTE,"TEST TEST ",1614689690101,single,,,,,,,AVENIDA TEST,,,,,G08438,,,,,,1503563,,No
1503578,2021-09-20 06:13:54.0,06:13,address,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,BOULEVARD AEDS,,,,,,,,,,,1503578,,No
1503582,2021-09-20 06:19:09.0,06:19,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,CALLEJON SS,,,,,,,,,,,1503582,,No
1503595,2021-09-20 14:14:41.0,14:14,created,PENDIENTE,"JORDAN ABSALON SANTOS PETERSON ",2198419440101,single,,,,,,,,,,,,,,,,,,1503595,,No
1503596,2021-09-20 08:34:37.0,08:34,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503596,,No
1503597,2021-09-20 08:37:41.0,08:37,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503597,,No
1503614,2021-09-20 10:05:49.0,10:05,address,PENDIENTE,"DF DCGF ",2198410550101,single,,,,,,,AVENIDA SDS,,,,,,,,,,,1503614,,No
1503617,2021-09-20 10:10:35.0,10:10,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503617,,No
1503627,2021-09-20 17:49:12.0,17:49,serviceAddress,PENDIENTE,"JUSTO LEONEL GARCIA MARROQUIN ",1584641920101,single,GUATEMALA,,,,,,RESIDENCIAL VILLAS DE SAN ANGEL CASA NO 203,,,,,1062415,,,,,,1503627,,No
1503633,2021-09-21 02:41:45.0,02:41,contactInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,CALZADA TEST,HH-HFC-861,200,,,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-907-PLAN ONETV,,,,HH-HFC-861,1503633,,No
1503633,2021-09-21 02:41:45.0,02:41,contactInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,CALZADA TEST,HH-HFC-861,200,,,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-907-PLAN ONETV,,,,HH-HFC-861,1503633,,No
1503650,2021-09-21 03:38:46.0,03:38,address,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,AVENIDA TEST,,,,,,,,,,,1503650,,No
1503657,2021-09-21 04:01:57.0,04:01,address,PENDIENTE,"TEST TEST ",2198410550102,single,,,,,,,BOULEVARD TEST,,,,,,,,,,,1503657,,No
1503663,2021-09-21 04:34:59.0,04:34,address,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,CALLE XFX,,,,,,,,,,,1503663,,No
1503682,2021-09-21 07:40:04.0,07:40,serviceAddress,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TEST,,,,,Test,,,,,,1503682,,No
1503685,2021-09-21 14:51:48.0,14:51,created,PENDIENTE,"TRST ANIL ",2198410550101,single,,,,,,,,,,,,,,,,,,1503685,,No
1503687,2021-09-21 09:07:58.0,09:07,contactInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,BOULEVARD TEST,HH-HFC-861,200,,,12345,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-906-PAQUETE HP HD-907-PLAN ONETV,,,,HH-HFC-861,1503687,,No
1503687,2021-09-21 09:07:58.0,09:07,contactInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,BOULEVARD TEST,HH-HFC-861,200,,,12345,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-906-PAQUETE HP HD-907-PLAN ONETV,,,,HH-HFC-861,1503687,,No
1503718,2021-09-22 01:18:22.0,01:18,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TEST,,,,,,,,,,,1503718,,No
1503719,2021-09-22 03:43:00.0,03:43,address,PENDIENTE,"DFDSF FDS ",2198410550101,single,,,,,,,CALLEJON 32,,,,,,,,,,,1503719,,No
1503720,2021-09-22 03:47:20.0,03:47,address,PENDIENTE,"FGFDG DFG ",2198410550101,single,,,,,,,CALLEJON 2,,,,,,,,,,,1503720,,No
1503521,2021-09-17 12:46:53.0,12:46,created,PENDIENTE,"ALL ACCOUNT ",2198410550101,single,,,,,,,,,,,,,,,,,,1503521,,No
1503522,2021-09-17 12:47:06.0,12:47,created,PENDIENTE,"ALL ACCOUNT ",2198410550102,single,,,,,,,,,,,,,,,,,,1503522,,No
1503535,2021-09-17 07:19:10.0,07:19,address,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,CALLE TEST,,,,,,,,,,,1503535,,No
1503538,2021-09-17 08:54:04.0,08:54,created,PENDIENTE,"JUAN PEDRO ANONIMNA SOCIEDAD ",2198419440101,single,,,,,,,,,,,,,,,,,,1503538,,No
1503542,2021-09-17 18:21:11.0,18:21,created,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,,,,,,,,,,,,1503542,,No
1503555,2021-09-20 02:44:23.0,02:44,offer,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,AVENIDA TEST,HH-HFC-861,200,,,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-907-PLAN ONETV,,,,HH-HFC-861,1503555,,No
1503555,2021-09-20 02:44:23.0,02:44,offer,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,AVENIDA TEST,HH-HFC-861,200,,,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-907-PLAN ONETV,,,,HH-HFC-861,1503555,,No
1503561,2021-09-20 03:39:21.0,03:39,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,AVENIDA WWW,,,,,,,,,,,1503561,,No
1503611,2021-09-20 10:01:12.0,10:01,address,PENDIENTE,"TESR SFFD ",2198410550101,single,,,,,,,CARRETERA SAD,,,,,,,,,,,1503611,,No
1503615,2021-09-20 10:06:58.0,10:06,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503615,,No
1503616,2021-09-20 10:07:11.0,10:07,address,PENDIENTE,"TEST XD ",1614689690101,single,,,,,,,CALLEJON ZCX,,,,,,,,,,,1503616,,No
1503621,2021-09-20 16:37:23.0,16:37,created,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,,,,,,,,,,,,1503621,,No
1503624,2021-09-20 12:29:51.0,12:29,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503624,,No
1503632,2021-09-21 02:37:30.0,02:37,serviceAddress,PENDIENTE,"TEST TEST ",1614689690101,single,,,,,,,CALZADA TEST,,,,,G08438,,,,,,1503632,,No
1503634,2021-09-21 03:02:54.0,03:02,address,PENDIENTE,"EFFEF FGFDG ",2198410550101,single,,,,,,,BOULEVARD 43 AVENIDA 45,,,,,,,,,,,1503634,,No
1503636,2021-09-21 03:16:56.0,03:16,address,PENDIENTE,"MBHVVH WEREWR ",2198410550101,single,,,,,,,CALLE 5 CALLEJON 2,,,,,,,,,,,1503636,,No
1503637,2021-09-21 03:16:59.0,03:16,address,PENDIENTE,"TEST TEST ",2198410550102,single,,,,,,,AVENIDA TEST,,,,,,,,,,,1503637,,No
1503639,2021-09-21 03:21:27.0,03:21,address,PENDIENTE,"TEST TEST ",1614689690101,single,,,,,,,BOULEVARD QQ,,,,,,,,,,,1503639,,No
1503641,2021-09-21 09:24:32.0,09:24,created,PENDIENTE,"TESTR TEST ",2198410550101,single,,,,,,,,,,,,,,,,,,1503641,,No
1503656,2021-09-21 03:56:47.0,03:56,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TEST,,,,,,,,,,,1503656,,No
1503665,2021-09-21 05:25:24.0,05:25,ASISTIDA,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,BOULEVARD TEST,HH-HFC-861,200,,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-907-PLAN ONETV,,,,HH-HFC-861,1503665,,No
1503665,2021-09-21 05:25:24.0,05:25,ASISTIDA,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,BOULEVARD TEST,HH-HFC-861,200,,1234,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-907-PLAN ONETV,,,,HH-HFC-861,1503665,,No
1503666,2021-09-21 05:29:10.0,05:29,contactInfo,PENDIENTE,"TESTTEST TEST ",1614689690101,combo,,,416,,,,CARRETERA TEST,HH-HFC-861,200,,,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-907-PLAN ONETV,,,,HH-HFC-861,1503666,,No
1503666,2021-09-21 05:29:10.0,05:29,contactInfo,PENDIENTE,"TESTTEST TEST ",1614689690101,combo,,,451,,,,CARRETERA TEST,HH-HFC-861,200,,,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-907-PLAN ONETV,,,,HH-HFC-861,1503666,,No
1503667,2021-09-21 05:40:00.0,05:40,address,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,AVENIDA TEST,,,,,,,,,,,1503667,,No
1503668,2021-09-21 11:45:27.0,11:45,created,PENDIENTE,"TEST TEST ",1614689690101,single,,,,,,,,,,,,,,,,,,1503668,,No
1503673,2021-09-21 06:27:18.0,06:27,offer,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,AVENIDA TEST,HH-HFC-861,200,,,54525,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-906-PAQUETE HP HD-907-PLAN ONETV,,,,HH-HFC-861,1503673,,No
1503673,2021-09-21 06:27:18.0,06:27,offer,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,AVENIDA TEST,HH-HFC-861,200,,,54525,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-906-PAQUETE HP HD-907-PLAN ONETV,,,,HH-HFC-861,1503673,,No
1503679,2021-09-21 13:15:31.0,13:15,created,PENDIENTE,"ABU SALIM ",1584641920101,single,,,,,,,,,,,,,,,,,,1503679,,No
1503681,2021-09-21 07:36:02.0,07:36,address,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,BOULEVARD TEST,,,,,,,,,,,1503681,,No
1503693,2021-09-21 09:59:00.0,09:59,serviceAddress,PENDIENTE,"TEDT TEDT ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TESR,,,,,Tedt,,,,,,1503693,,No
1503520,2021-09-17 12:46:41.0,12:46,created,PENDIENTE,"ALL ACCOUNT ",2198410550101,single,,,,,,,,,,,,,,,,,,1503520,,No
1503545,2021-09-17 12:30:29.0,12:30,address,PENDIENTE,"MARCO RENE VILLATORO LOPEZ ",2560107490101,single,,,,,,,AVENIDA 12B,,,,,,,,,,,1503545,,No
1503547,2021-09-18 14:04:29.0,14:04,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503547,,No
1503556,2021-09-20 03:09:16.0,03:09,serviceAddress,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TEST,,,,,G08438,,,,,,1503556,,No
1503557,2021-09-20 03:27:25.0,03:27,serviceAddress,PENDIENTE,"TEST TEST ",161468969,single,,,,,,,CALLEJON TEST,,,,,G08438,,,,,,1503557,,No
1503559,2021-09-20 03:30:08.0,03:30,address,PENDIENTE,"TEST TSET ",2198410550102,single,,,,,,,CALLE ZDZ,,,,,,,,,,,1503559,,No
1503560,2021-09-20 03:39:06.0,03:39,serviceAddress,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",12121212,single,,,,,,,BOULEVARD QWERTY,,,,,G08438,,,,,,1503560,,No
1503566,2021-09-20 04:27:22.0,04:27,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,AVENIDA AS,,,,,,,,,,,1503566,,No
1503569,2021-09-20 04:57:03.0,04:57,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD SDFGH,,,,,,,,,,,1503569,,No
1503586,2021-09-20 06:49:44.0,06:49,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TEST,,,,,,,,,,,1503586,,No
1503599,2021-09-20 08:44:09.0,08:44,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503599,,No
1503600,2021-09-20 08:48:55.0,08:48,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503600,,No
1503610,2021-09-20 10:00:31.0,10:00,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503610,,No
1503620,2021-09-20 10:28:17.0,10:28,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,AVENIDA QEWW,,,,,,,,,,,1503620,,No
1503626,2021-09-20 13:10:54.0,13:10,serviceAddress,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",12121212,single,,,,,,,BOULEVARD QWERTY,,,,,G08438,,,,,,1503626,,No
1503635,2021-09-21 03:10:45.0,03:10,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TEST,,,,,,,,,,,1503635,,No
1503647,2021-09-21 03:32:44.0,03:32,address,PENDIENTE,"TEST TEST ",2198410550102,single,,,,,,,AVENIDA TEST,,,,,,,,,,,1503647,,No
1503661,2021-09-21 04:12:14.0,04:12,address,PENDIENTE,"TEST TEST ",1614689690101,single,,,,,,,BOULEVARD TEST,,,,,,,,,,,1503661,,No
1503669,2021-09-21 05:48:22.0,05:48,contactInfo,PENDIENTE,"TEST TEST ",1614689690101,combo,,,451,,,,BOULEVARD TEST,HH-HFC-861,200,,122,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-906-PAQUETE HP HD-907-PLAN ONETV,,,,HH-HFC-861,1503669,,No
1503669,2021-09-21 05:48:22.0,05:48,contactInfo,PENDIENTE,"TEST TEST ",1614689690101,combo,,,416,,,,BOULEVARD TEST,HH-HFC-861,200,,122,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-888-Paquete FSN HD-906-PAQUETE HP HD-907-PLAN ONETV,,,,HH-HFC-861,1503669,,No
1503675,2021-09-21 06:43:44.0,06:43,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TEST,,,,,,,,,,,1503675,,No
1503678,2021-09-21 06:59:31.0,06:59,serviceAddress,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,CALLE TYY,,,,,244,,,,,,1503678,,No
1503690,2021-09-21 09:23:02.0,09:23,address,PENDIENTE,"TEST TEST ",2198410550101,single,,,,,,,BOULEVARD TEST,,,,,,,,,,,1503690,,No
1503692,2021-09-21 09:53:50.0,09:53,serviceAddress,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD TEST,,,,,ASD,,,,,,1503692,,No
1503697,2021-09-21 11:24:56.0,11:24,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503697,,No
1503699,2021-09-21 17:25:58.0,17:25,created,PENDIENTE,"DD VSD ",2198410550101,single,,,,,,,,,,,,,,,,,,1503699,,No
1503701,2021-09-21 11:30:32.0,11:30,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503701,,No
1503503,2021-09-17 11:54:04.0,11:54,created,PENDIENTE,"NAME NAME SUR ",2198410550101,single,,,,,,,,,,,,,,,,,,1503503,,No
1503504,2021-09-17 11:54:38.0,11:54,created,PENDIENTE,"NAME NAME SUR ",2198410550101,single,,,,,,,,,,,,,,,,,,1503504,,No
1503508,2021-09-17 06:00:30.0,06:00,address,PENDIENTE,"AA BB ",2198410550101,single,,,,,,,BOULEVARD ADS,,,,,,,,,,,1503508,,No
1503537,2021-09-17 07:51:57.0,07:51,serviceAddress,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,CALLE TEST,,,,,G08438,,,,,,1503537,,No
1503564,2021-09-20 10:10:47.0,10:10,created,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,,,,,,,,,,,,1503564,,No
1503574,2021-09-20 05:30:05.0,05:30,address,PENDIENTE,"REER RRRR ",2198410550102,single,,,,,,,BOULEVARD ASA,,,,,,,,,,,1503574,,No
1503609,2021-09-20 09:56:51.0,09:56,customerInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,GUATEMALA,,,,,,BOULEVARD QWERTY,,,,,,,,,,,1503609,,No
1503612,2021-09-20 10:01:53.0,10:01,address,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,single,,,,,,,CARRETERA SAD,,,,,,,,,,,1503612,,No
1503623,2021-09-20 11:10:20.0,11:10,address,PENDIENTE,"FDFG SDFG ",2198410550101,single,,,,,,,AVENIDA 23,,,,,,,,,,,1503623,,No
1503630,2021-09-21 00:18:15.0,00:18,serviceAddress,PENDIENTE,"TEST TEST ",1614689690101,single,,,,,,,BOULEVARD TEST,,,,,G08438,,,,,,1503630,,No
1503649,2021-09-21 03:37:18.0,03:37,address,PENDIENTE,"TEST TEST ",1614689690101,single,,,,,,,BOULEVARD TESR,,,,,,,,,,,1503649,,No
1503659,2021-09-21 04:42:51.0,04:42,ASISTIDA,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,416,,,,CALLEJON TEST,HH-HFC-861,200,,657587,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-353-Golden One TV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-907-PLAN ONETV,,,,HH-HFC-861,1503659,,No
1503659,2021-09-21 04:42:51.0,04:42,ASISTIDA,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,451,,,,CALLEJON TEST,HH-HFC-861,200,,657587,G08438,17-Detalle de llamadas-202-Paquete HBO HD OneTV-211-Paquete FOX HD OneTV-353-Golden One TV-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-855-Caja adicional Tivo Mini-907-PLAN ONETV,,,,HH-HFC-861,1503659,,No
1503688,2021-09-21 09:07:47.0,09:07,contactInfo,PENDIENTE,"ANTONIO HERRERA GONZALEZ MASCULINO SEXO ",2198410550101,combo,GUATEMALA,,449,,,,BOULEVARD TEST,HH-HFC-856,200,,,Test,17-Detalle de llamadas-326-PLAN TIVO MINI ADICIONAL 2-380-HBO Max HD 2M-815-TRIPARTITA-816-BUZON DE VOZ-817-DESVIO DE LLAMADA INCONDICIONAL-818-DESVIO DE LLAMADA OCUPADO-819-IDENTIFICADOR DE LLAMADA-820-LLAMADA EN ESPERA-821-TRANSFERENCIA DE LLAMADA-906-PAQUETE HP HD,,,,HH-HFC-856,1503688,,No
